Registry,ID,Name,Type,Location,SDGs,Project Start Date,Credits Issued,Credits Retired,Project Website
MRK,MRK104000000026639,Attadale Glen Ling,No thinning or clearfell,Scotland,[],,19452,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026639
MRK,MRK104000000027126,Crannich,Mixed mainly no thin or clearfell,Scotland,[],,88330,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027126
MRK,MRK104000000027893,Bengairn WC Cmpt 14b,Mixed mainly clearfell,Scotland,[],,1929,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027893
MRK,MRK104000000026486,Chantry Farm,Mixed mainly thin and clearfell,England,[],,336,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026486
MRK,MRK104000000026629,Dalfoil Farm,Mixed mainly clearfell,Scotland,[],,25121,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026629
MRK,MRK104000000027479,Ripley Hill,Mixed mainly thin and clearfell,England,[],,300,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027479
MRK,MRK104000000027128,Reelig Moor Woodland Creation,Mixed mainly no thin or clearfell,Scotland,[],,70730,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027128
MRK,MRK104000000028779,001-OxC - Global Mangrove Trust restoration & conservation project in North Sumatra,Agriculture & Forestry,Indonesia,[],,207429,6270,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028779
MRK,MRK104000000026478,Overton Native Woodland,Thin only,England,[],,4610,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026478
MRK,MRK103000000017150,New Carbon Woodlands 1 (EE 2020),Continuous cover system,England,[],,39336,0,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017150
MRK,MRK104000000026898,Bluebell Wood,No thinning or clearfell,England,[],,5508,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026898
MRK,MRK104000000028262,Hewitson Farm Project 1,No thinning or clearfell,England,[],,2986,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028262
MRK,MRK104000000028142,Whitbarrow Wood,Mixed mainly no thin or clearfell,England,[],,1404,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028142
MRK,MRK104000000026255,Waterhead Hill,Mixed mainly thin and clearfell,Scotland,[],,1031,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026255
MRK,MRK103000000007679,Loch Duagrich,Mixed mainly no thin or clearfell,Scotland,[],,20780,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000007679
MRK,MRK103000000011183,Stirkfield Farm,No thinning or clearfell,Scotland,[],,8185,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000011183
MRK,MRK103000000006187,4 Gesto,No thinning or clearfell,Scotland,[],,31755,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000006187
MRK,MRK103000000011182,Aucharroch Farm,No thinning or clearfell,Scotland,[],,9006,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=103000000011182
MRK,MRK104000000026403,Clawfin,Mixed mainly thin and clearfell,Scotland,[],,7103,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026403
MRK,MRK104000000028608,Rappach,No thinning or clearfell,Scotland,[],,13323,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028608
MRK,MRK104000000026826,8 Dalnabreac,No thinning or clearfell,Scotland,[],,11357,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026826
MRK,MRK104000000027365,Middleton Wood,Mixed mainly thin and clearfell,Scotland,[],,1828,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027365
MRK,MRK104000000026817,Lick Estate,Mixed mainly continuous cover system,Scotland,[],,25377,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026817
MRK,MRK104000000027441,Ashens Forest,Mixed mainly clearfell,Scotland,[],,7447,0,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027441
